nombre_mes,nombre_dia,release_year,title,vote_count,vote_average,popularity
junio,Jueves,2008,The Incredible Hulk,3086.0,6.1,19.125537
enero,Lunes,2008,Baghead,23.0,5.8,1.74461
julio,Jueves,2008,The Children of Huang Shi,53.0,6.5,14.622493
marzo,Sábado,2004,Quill:  The Life of a Guide Dog,11.0,7.1,0.807425
junio,Domingo,2008,WALL·E,6439.0,7.8,16.088366
junio,Jueves,2008,Wanted,2583.0,6.4,12.457896
julio,Martes,2008,Hancock,3050.0,6.2,11.017324
enero,Miércoles,2007,Boy Culture,30.0,6.0,2.317528
mayo,Sábado,2002,Ten Minutes Older: The Trumpet,8.0,6.8,1.134635
diciembre,Miércoles,1952,Angel Face,29.0,6.9,10.156514
mayo,Viernes,1974,Huckleberry Finn,4.0,6.1,0.773371
enero,Lunes,1973,Tom Sawyer,21.0,6.3,1.490174
mayo,Viernes,2008,Turn the River,10.0,5.5,4.035308
junio,Jueves,2008,Get Smart,1072.0,6.0,11.35779
septiembre,Miércoles,2007,Young People Fucking,73.0,5.9,8.388793
noviembre,Viernes,2007,Brick Lane,15.0,5.2,0.834664
enero,Lunes,2007,Surfwise,8.0,7.4,0.400054
enero,Domingo,2006,The Rape of Europa,10.0,7.4,1.275477
diciembre,Viernes,2007,St. Trinian's,148.0,5.6,5.381183
agosto,Domingo,1920,The Penalty,11.0,6.6,0.971225
junio,Miércoles,2007,Crossed Tracks,9.0,6.6,1.323612
abril,Sábado,1936,Desire,9.0,5.2,0.814748
junio,Martes,2008,Futurama: The Beast with a Billion Backs,156.0,6.9,5.494827
octubre,Jueves,1970,Equinox,16.0,5.5,1.540694
marzo,Domingo,2008,At the Death House Door,3.0,4.8,0.589611
septiembre,Sábado,1990,Archangel,12.0,6.0,0.170087
julio,Sábado,2003,Battlefield Baseball,12.0,4.9,0.552181
diciembre,Martes,1973,The Hourglass Sanatorium,17.0,7.9,0.138278
octubre,Miércoles,1969,The Color of Pomegranates,31.0,7.9,1.635298
noviembre,Martes,2003,David Cross: Let America Laugh,7.0,5.9,0.273623
noviembre,Sábado,1928,West of Zanzibar,5.0,6.2,0.722511
diciembre,Jueves,1926,Tell It to the Marines,5.0,5.6,0.482676
septiembre,Miércoles,1925,The Unholy Three,11.0,5.8,1.345287
julio,Jueves,1930,The Unholy Three,2.0,2.5,0.277459
diciembre,Sábado,1927,London After Midnight,8.0,5.8,0.377017
enero,Martes,1984,Dog Day,4.0,4.1,0.485186
octubre,Viernes,1974,The Klansman,7.0,4.7,0.397297
enero,Sábado,1972,Pocket Money,6.0,5.3,0.567506
febrero,Viernes,1960,The Goddess,9.0,6.9,0.241231
enero,Jueves,2006,Bambi II,199.0,6.0,7.79084
abril,Viernes,2008,Gunnin' for That #1 Spot,5.0,5.6,0.194419
septiembre,Martes,2008,Finding Amanda,13.0,5.2,6.371674
julio,Miércoles,2008,Kit Kittredge: An American Girl,35.0,6.4,5.310976
julio,Viernes,2008,Gonzo: The Life and Work of Dr. Hunter S. Thompson,29.0,7.2,2.849605
julio,Jueves,2008,The Wackness,95.0,6.2,5.598338
septiembre,Domingo,2007,Up the Yangtze,7.0,6.4,0.655056
diciembre,Jueves,2001,Get Well Soon,6.0,3.8,0.720653
diciembre,Sábado,2005,Strange Circus,47.0,7.1,3.171093
julio,Jueves,1945,Along Came Jones,9.0,3.8,0.906365
diciembre,Viernes,1942,The Black Swan,17.0,6.1,2.438784
octubre,Sábado,1964,Cheyenne Autumn,26.0,5.6,4.248883
noviembre,Miércoles,1967,Hour of the Gun,16.0,5.7,1.030968
enero,Lunes,2008,Sleepwalking,26.0,6.4,11.823889
septiembre,Sábado,2007,Encounters at the End of the World,84.0,7.2,4.875184
noviembre,Miércoles,1986,Mauvais Sang,32.0,6.9,4.355678
enero,Miércoles,2008,Dante 01,39.0,5.1,2.351413
febrero,Martes,2008,Standard Operating Procedure,15.0,6.7,1.848068
julio,Viernes,1937,Wee Willie Winkie,3.0,7.3,0.53802
septiembre,Viernes,1926,A Page of Madness,18.0,7.8,1.174776
enero,Viernes,1999,Two Women,1.0,4.0,0.051111
abril,Viernes,2008,Zombie Strippers!,80.0,4.3,5.315824
diciembre,Domingo,1969,Frosty the Snowman,72.0,6.7,4.305337
agosto,Lunes,2007,White Light/Black Rain: The Destruction of Hiroshima and Nagasaki,2.0,8.5,0.550383
enero,Viernes,2008,Roman Polanski: Wanted and Desired,12.0,6.6,0.976978
mayo,Domingo,2004,Z Channel: A Magnificent Obsession,12.0,7.4,1.422413
septiembre,Martes,2007,Battle For Haditha,39.0,6.0,2.244393
septiembre,Miércoles,2007,Alexandra,10.0,6.0,1.522872
septiembre,Sábado,2006,Transylvania,5.0,4.6,1.072008
julio,Jueves,2008,Mamma Mia!,1435.0,6.4,10.534437
septiembre,Viernes,2007,Ganes,8.0,5.5,0.671229
enero,Miércoles,2008,Welcome to the Sticks,638.0,6.7,7.250134
marzo,Sábado,1966,The Pornographers,9.0,7.0,0.937943
junio,Lunes,2007,Kabluey,18.0,6.2,1.773963
septiembre,Miércoles,2007,The Stone Angel,8.0,5.6,0.618434
septiembre,Lunes,2007,Honeydripper,8.0,5.3,2.461063
octubre,Miércoles,2006,Summer '04,4.0,5.5,0.533829
enero,Jueves,2008,The Home of Dark Butterflies,8.0,6.3,0.350875
febrero,Miércoles,2008,Dark Floors,50.0,4.6,2.889932
enero,Jueves,2004,Silentium,22.0,7.2,1.748713
noviembre,Jueves,2007,Rogue,151.0,6.2,7.173304
marzo,Viernes,2005,The Violin,11.0,6.5,1.589875
junio,Viernes,2007,Sublime,33.0,5.3,3.229071
septiembre,Viernes,2008,Towelhead,45.0,6.5,3.376907
octubre,Martes,1946,No Regrets for Our Youth,10.0,6.5,0.463449
octubre,Jueves,1966,"It's the Great Pumpkin, Charlie Brown",84.0,7.3,6.588367
julio,Jueves,2008,Lost Islands,4.0,5.1,1.735002
marzo,Miércoles,1950,Borderline,8.0,5.4,4.58306
septiembre,Viernes,2007,Katyn,50.0,6.7,4.230046
octubre,Lunes,1999,Pan Tadeusz,6.0,5.3,0.5853
julio,Jueves,2008,Journey to the Center of the Earth,1353.0,5.8,10.419974
julio,Martes,2008,Meet Dave,381.0,5.1,11.542926
febrero,Jueves,2008,The Machine Girl,68.0,6.4,2.952202
mayo,Viernes,2008,August,17.0,5.6,1.504504
septiembre,Jueves,2007,Death Defying Acts,59.0,5.5,4.522772
mayo,Jueves,2007,Water Lilies,54.0,6.0,4.968813
agosto,Jueves,2007,Shrooms,99.0,4.8,9.128571
agosto,Viernes,2005,Manslaughter,10.0,6.2,3.704029
agosto,Sábado,2000,The Bench,14.0,7.2,2.171715
abril,Jueves,2007,Breath,18.0,6.9,1.494799
agosto,Miércoles,2007,Just Another Love Story,18.0,6.4,7.488481
marzo,Martes,2007,The Substitute,19.0,5.7,9.952905
marzo,Jueves,2005,Next Door,42.0,6.6,6.619629
noviembre,Martes,1976,Chinese Roulette,13.0,7.0,2.740046
septiembre,Miércoles,2007,Heartbeat Detector,2.0,6.5,0.087977
enero,Lunes,2007,Flakes,22.0,5.6,1.186546
junio,Sábado,2006,Death Note,163.0,6.8,9.570657
diciembre,Miércoles,1961,A Majority of One,2.0,5.5,1.400185
septiembre,Jueves,2007,Moving McAllister,15.0,4.9,2.252867
abril,Martes,1957,The Tall T,26.0,7.1,1.331762
enero,Viernes,2007,Music Within,18.0,6.7,5.507134
enero,Viernes,2008,Transsiberian,197.0,6.5,12.497651
julio,Jueves,2008,Space Chimps,102.0,5.1,6.212702
mayo,Miércoles,2007,The Last Mistress,15.0,6.2,3.200289
octubre,Viernes,2007,Jimmy Carter Man from Plains,3.0,7.3,0.109565
julio,Martes,2008,Stargate: Continuum,151.0,6.8,7.627484
marzo,Jueves,2009,Watchmen,2892.0,7.0,16.551503
octubre,Jueves,1999,Bravo Two Zero,15.0,5.3,5.523356
febrero,Viernes,2008,Conspiracy,10.0,5.3,1.282721
julio,Martes,2008,War Games: The Dead Code,47.0,5.1,12.629921
septiembre,Viernes,2006,Wild West Comedy Show: 30 Days & 30 Nights - Hollywood to the Heartland,1.0,8.0,0.350601
enero,Lunes,2007,Steal a Pencil for Me,1.0,7.0,0.039765
octubre,Lunes,2007,Shotgun Stories,58.0,6.9,4.770903
mayo,Martes,2007,Watching the Detectives,17.0,6.6,3.155603
octubre,Jueves,2007,Mr. Untouchable,6.0,6.8,1.102543
marzo,Viernes,1961,Blast of Silence,17.0,7.4,0.683643
julio,Jueves,2008,Felon,239.0,7.1,9.094276
julio,Viernes,2008,Step Brothers,1084.0,6.5,8.579638
julio,Viernes,2008,Brideshead Revisited,55.0,6.2,11.069679
julio,Jueves,2008,The X Files: I Want to Believe,534.0,5.5,9.863584
julio,Viernes,2008,American Teen,16.0,6.5,1.106762
julio,Viernes,2008,Man on Wire,282.0,7.5,8.359021
enero,Viernes,2008,CSNY/Déjà Vu,0.0,0.0,0.005247
diciembre,Jueves,1968,The Little Drummer Boy,18.0,6.1,1.495847
agosto,Miércoles,2000,The Little Mermaid II: Return to the Sea,342.0,5.9,1.658407
marzo,Domingo,2008,The Colour of Magic,52.0,6.4,9.762587
diciembre,Lunes,2006,Hogfather,41.0,6.9,4.167059
mayo,Martes,2006,Mulberry Street,39.0,5.3,5.571451
febrero,Viernes,2007,Lost in Beijing,15.0,6.4,3.250682
abril,Viernes,2008,Pathology,147.0,5.6,5.33161
septiembre,Martes,1998,Love & Pop,10.0,7.0,1.561896
febrero,Jueves,2007,The Tracey Fragments,36.0,5.9,2.819298
mayo,Miércoles,1983,The Family Game,6.0,5.3,1.475108
septiembre,Sábado,2007,The Zone,26.0,6.3,4.10002
septiembre,Lunes,2006,Blindsight,2.0,8.0,0.086952
mayo,Jueves,2008,The Edge of Love,81.0,6.1,6.179073
marzo,Domingo,1929,The Godless Girl,2.0,7.5,0.636876
enero,Viernes,1988,Heart of a Dog,38.0,7.1,2.870907
septiembre,Lunes,2006,Bonneville,16.0,5.9,2.29609
noviembre,Sábado,2006,Frozen City,3.0,5.7,0.110396
julio,Martes,2008,The Mummy: Tomb of the Dragon Emperor,1418.0,5.2,14.250227
agosto,Viernes,2008,Swing Vote,66.0,5.8,5.204249
agosto,Jueves,2008,The Midnight Meat Train,294.0,6.0,13.389735
agosto,Viernes,2008,Frozen River,99.0,6.7,4.747364
enero,Domingo,2006,Sixty Six,10.0,6.4,0.78269
agosto,Miércoles,2008,Bottle Shock,60.0,6.6,3.334353
agosto,Viernes,2008,Vicky Cristina Barcelona,1050.0,6.7,9.648539
julio,Jueves,2008,Batman: Gotham Knight,171.0,6.7,10.178874
marzo,Sábado,1986,Fist of the North Star,40.0,7.0,2.832555
septiembre,Viernes,2005,Eve and the Fire Horse,2.0,7.0,0.079412
octubre,Domingo,1961,The End of Summer,18.0,7.9,0.716547
noviembre,Viernes,2004,A Moment to Remember,75.0,7.6,5.216663
septiembre,Martes,1991,Year of the Gun,9.0,4.2,1.74562
octubre,Miércoles,2006,In Paris,25.0,6.7,1.592146
febrero,Martes,2007,The Walker,26.0,5.0,12.717598
septiembre,Jueves,1999,Gigantics,28.0,7.9,1.874545
diciembre,Viernes,1999,Peppermint Candy,41.0,7.7,1.785904
agosto,Miércoles,2008,Pineapple Express,1169.0,6.6,8.461369
julio,Jueves,2008,Red Cliff,207.0,7.1,11.867516
diciembre,Domingo,1977,The World's Greatest Lover,9.0,6.0,0.868948
mayo,Sábado,2007,WΔZ,43.0,5.5,10.543375
octubre,Martes,2007,Silent Light,27.0,7.1,1.933187
enero,Lunes,2007,The Take,8.0,5.4,1.550464
enero,Viernes,2007,Expired,10.0,6.6,0.44864
agosto,Miércoles,2008,The Sisterhood of the Traveling Pants 2,244.0,6.1,4.631978
agosto,Viernes,2008,Hell Ride,55.0,5.5,5.208993
agosto,Viernes,2008,Elegy,73.0,6.4,6.829658
febrero,Martes,2008,The Good Humor Man,2.0,7.0,0.336161
abril,Viernes,2007,Bomb It,5.0,6.6,0.477894
julio,Viernes,2007,Still Life,4.0,7.8,0.432542
julio,Viernes,2008,Bathory: Countess of Blood,32.0,5.5,3.78669
junio,Viernes,2008,Quid Pro Quo,6.0,6.0,1.138929
febrero,Miércoles,1973,Black Caesar,21.0,5.7,2.707671
agosto,Viernes,2007,High School Musical 2,884.0,6.1,6.529094
agosto,Sábado,2008,Tropic Thunder,1707.0,6.5,8.980941
abril,Lunes,2008,The Objective,56.0,5.8,8.227236
agosto,Martes,2008,Star Wars: The Clone Wars,434.0,5.8,8.524857
agosto,Viernes,2008,Henry Poole Is Here,64.0,5.8,5.923904
septiembre,Viernes,2007,In the City of Sylvia,9.0,6.9,0.727337
agosto,Jueves,2008,Mutant Chronicles,142.0,5.1,6.603748
octubre,Miércoles,2006,13 Beloved,50.0,6.4,2.934419
junio,Miércoles,2008,Waltz with Bashir,294.0,7.8,7.636625
enero,Sábado,2008,Let the Right One In,997.0,7.5,7.274237
enero,Lunes,2008,Hamlet 2,56.0,6.1,5.654268
agosto,Viernes,2008,Death Race,1205.0,6.0,13.53003
agosto,Viernes,2008,The House Bunny,548.0,5.6,9.920106
agosto,Viernes,2008,The Longshots,11.0,6.5,5.48672
agosto,Miércoles,2008,The Rocker,159.0,5.6,9.469873
enero,Sábado,2008,I.O.U.S.A.,15.0,7.0,0.819308
agosto,Viernes,2008,Mirrors,494.0,6.0,8.612618
agosto,Miércoles,2007,A Girl Cut in Two,19.0,6.0,1.824206
agosto,Viernes,2008,Fly Me to the Moon,46.0,4.4,4.729184
septiembre,Lunes,2007,Trumbo,6.0,7.5,1.666664
diciembre,Miércoles,1950,Variety Lights,11.0,6.6,0.679762
enero,Martes,2002,Path to War,10.0,5.9,1.365035
septiembre,Sábado,2007,Sukiyaki Western Django,79.0,6.3,9.239882
enero,Jueves,2007,American Zombie,10.0,4.9,1.289763
mayo,Viernes,2008,Noise,20.0,5.5,1.894402
octubre,Miércoles,2007,Return to House on Haunted Hill,58.0,5.1,14.820751
mayo,Miércoles,2005,Feed,38.0,5.7,5.628521
agosto,Viernes,2008,Somers Town,24.0,6.9,1.532799
septiembre,Viernes,2008,Burn After Reading,1251.0,6.5,13.206799
agosto,Viernes,2008,Disaster Movie,250.0,3.1,11.634132
agosto,Miércoles,2008,Babylon A.D.,687.0,5.4,9.273808
agosto,Sábado,2008,Traitor,210.0,6.6,7.859606
agosto,Jueves,2008,College,48.0,4.8,10.36168
enero,Domingo,2008,Trouble the Water,7.0,6.4,1.438503
septiembre,Viernes,2008,The Women,96.0,4.6,6.62363
diciembre,Domingo,1989,The Woman in Black,43.0,6.7,7.551569
mayo,Sábado,2008,The Onion Movie,50.0,6.1,5.694713
mayo,Miércoles,1960,Sergeant Rutledge,22.0,6.7,4.972855
septiembre,Jueves,2007,The Mother of Tears,135.0,4.1,34.145916
diciembre,Jueves,2008,The Spirit,323.0,4.7,5.762005
marzo,Domingo,2008,John Adams,70.0,7.6,2.794764
febrero,Jueves,1941,Tobacco Road,12.0,6.8,1.072216
marzo,Lunes,1969,Oh! What a Lovely War,12.0,6.4,0.981738
julio,Viernes,2008,The Burning Plain,104.0,6.6,7.02914
julio,Lunes,1944,The Seventh Cross,5.0,5.3,0.283062
agosto,Jueves,2008,Bangkok Dangerous,336.0,5.0,6.576009
septiembre,Martes,2007,Everybody Wants to Be Italian,7.0,5.5,0.5455
febrero,Jueves,1978,The Boys in Company C,29.0,6.2,1.690559
octubre,Miércoles,2007,A Secret,41.0,6.7,2.546955
junio,Jueves,2007,August Evening,1.0,5.0,0.038979
julio,Jueves,2007,Flash Point,70.0,6.8,7.039209
agosto,Jueves,2008,The Fifth Commandment,12.0,5.2,1.679378
septiembre,Viernes,2008,The Subtenant,11.0,5.0,1.063304
enero,Lunes,2007,The Jammed,7.0,7.0,1.377544
enero,Domingo,2006,Pu-239,12.0,6.8,1.612168
septiembre,Sábado,2005,Sunflower,6.0,7.0,0.630693
enero,Lunes,1945,Son of Lassie,4.0,3.5,0.631099
agosto,Sábado,2008,Flu Bird Horror,6.0,3.5,1.326206
marzo,Viernes,2006,Dark Blue Almost Black,23.0,6.7,2.486575
junio,Sábado,2006,The Foot Fist Way,35.0,6.0,2.066141
enero,Domingo,2006,Altered,61.0,5.0,4.370963
agosto,Miércoles,2007,Thieves,4.0,6.8,0.717736
septiembre,Jueves,2008,Righteous Kill,382.0,5.9,7.094624
septiembre,Viernes,2008,Lakeview Terrace,294.0,5.9,13.857624
agosto,Viernes,2007,To Rob a Thief,4.0,6.0,1.02071
octubre,Jueves,1986,Shadows in Paradise,35.0,7.1,2.29211
septiembre,Viernes,2008,Ghost Town,288.0,6.4,12.994773
mayo,Martes,2008,Maradona by Kusturica,18.0,5.8,1.391898
enero,Viernes,2005,Accused,10.0,7.3,4.091216
mayo,Lunes,2007,Import/Export,20.0,6.5,4.824224
mayo,Viernes,2005,The Crow IV: Wicked Prayer,46.0,3.1,4.807389
agosto,Miércoles,2005,In Bed,14.0,5.1,1.029472
julio,Martes,2007,Jam,0.0,0.0,0.055485
febrero,Viernes,1966,"Africa, Goodbye",3.0,7.7,1.279431
septiembre,Viernes,1972,Private Parts,8.0,5.8,0.578458
diciembre,Miércoles,1974,Freebie and the Bean,12.0,6.8,2.254126
septiembre,Lunes,1953,Sawdust and Tinsel,35.0,7.3,2.119501
enero,Martes,2008,Humboldt County,8.0,4.6,4.270808
julio,Martes,2008,100 Feet,96.0,5.6,5.325375
febrero,Jueves,2008,Boot Camp,66.0,6.1,4.432452
mayo,Domingo,2000,On the Beach,23.0,6.1,6.10978
noviembre,Domingo,1962,An Autumn Afternoon,40.0,7.9,2.357072
diciembre,Sábado,1997,Moonbase,2.0,5.0,0.172094
septiembre,Viernes,2008,Appaloosa,305.0,6.3,12.392754
septiembre,Lunes,2008,Miracle at St. Anna,90.0,6.3,11.221186
octubre,Jueves,2003,So Normal,26.0,6.4,2.119218
diciembre,Sábado,1961,The Steamroller and the Violin,23.0,6.4,1.419898
agosto,Martes,2008,Dead Fury,3.0,5.3,0.417365
agosto,Viernes,2008,Tears of April,2.0,7.0,0.14983
agosto,Viernes,2006,Zuzu Angel,10.0,6.5,0.444839
marzo,Martes,1956,1984,23.0,7.0,6.113449
noviembre,Lunes,1974,"Home Among Strangers, a Stranger Among His Own",9.0,5.7,0.907144
diciembre,Viernes,1986,Dead Man's Letters,25.0,6.9,0.887192
septiembre,Jueves,2008,Eagle Eye,1038.0,6.3,14.324875
octubre,Jueves,2008,How to Lose Friends & Alienate People,247.0,6.2,11.981531
enero,Jueves,2004,Six Shooter,42.0,7.5,2.737149
septiembre,Viernes,2008,Nights in Rodanthe,160.0,5.9,5.95117
mayo,Jueves,1959,Look Back in Anger,16.0,7.1,1.490532
octubre,Viernes,2008,Nick and Norah's Infinite Playlist,387.0,6.4,12.992176
junio,Jueves,2007,The Secrets,7.0,6.4,1.9306
julio,Lunes,1972,Marjoe,6.0,8.5,0.06978
septiembre,Miércoles,2008,Martyrs,581.0,7.3,7.716326
junio,Sábado,1996,Supermarket Woman,3.0,5.7,0.596047
enero,Viernes,1954,Sound of the Mountain,16.0,6.8,0.980417
enero,Viernes,2004,"Sexo, Amor e Traição",5.0,6.2,0.305481
octubre,Martes,2008,Red,51.0,6.9,3.520622
abril,Jueves,2008,Part of the Weekend Never Dies,3.0,4.5,1.517989
octubre,Viernes,1958,The Music Room,31.0,7.7,1.28194
mayo,Viernes,2008,Gomorrah,228.0,6.7,13.439495
noviembre,Sábado,1984,The Funeral,9.0,7.1,0.114527
febrero,Viernes,2008,The Accidental Husband,179.0,5.2,8.761268
octubre,Jueves,2006,KM 31: Kilometer 31,23.0,5.2,1.701171
septiembre,Viernes,2008,The Duchess,406.0,6.7,9.835473
septiembre,Lunes,2008,Alone in the Dark 2,23.0,3.1,8.238787
mayo,Sábado,2003,"The Tulse Luper Suitcases, Part 1: The Moab Story",5.0,7.8,0.524432
enero,Viernes,2004,Dead Leaves,27.0,7.4,1.254481
septiembre,Domingo,1993,The Wrong Man,5.0,4.8,1.972377
octubre,Viernes,2008,Rachel Getting Married,165.0,6.1,13.44059
octubre,Viernes,2008,Body of Lies,919.0,6.5,12.886125
octubre,Martes,2008,City of Ember,614.0,6.2,8.061467
mayo,Viernes,2007,Magicians,25.0,6.2,6.478953
diciembre,Domingo,1916,"20,000 Leagues Under the Sea",7.0,6.0,0.917777
octubre,Miércoles,1968,Ace High,28.0,6.1,3.785942
enero,Lunes,2007,Autism: The Musical,2.0,6.5,0.366348
octubre,Miércoles,2008,Max Payne,625.0,5.2,10.08043
septiembre,Miércoles,2008,The Pool,3.0,7.3,0.196489
septiembre,Jueves,2008,Zack and Miri Make a Porno,734.0,6.1,6.449332
octubre,Viernes,2008,W.,144.0,6.0,8.937049
septiembre,Viernes,2008,My Best Friend's Girl,223.0,5.4,14.114136
diciembre,Miércoles,1971,Family Life,9.0,6.7,2.034236
septiembre,Miércoles,1970,Adios Sabata,9.0,5.5,1.239092
octubre,Viernes,2008,"Synecdoche, New York",286.0,7.4,6.295807
enero,Sábado,1949,Come to the Stable,1.0,7.0,0.107344
julio,Martes,1975,The Drowning Pool,21.0,6.5,3.027586
septiembre,Miércoles,2008,The Secret Life of Bees,159.0,7.4,6.390463
septiembre,Domingo,2008,Flash of Genius,61.0,6.3,3.250891
octubre,Viernes,2008,An American Carol,20.0,4.1,2.151159
junio,Viernes,2007,The Banishment,22.0,6.8,2.203486
marzo,Martes,2008,The Wave,870.0,7.5,6.010332
noviembre,Miércoles,2007,Two Worlds,32.0,4.7,1.677289
abril,Viernes,1985,Tokyo-Ga,13.0,6.8,2.306683
octubre,Miércoles,1957,Black River,4.0,6.1,0.524628
enero,Jueves,1998,Fallout,0.0,0.0,1.687428
julio,Viernes,2008,"Angus, Thongs and Perfect Snogging",231.0,6.4,8.896155
julio,Jueves,2003,Bad Eggs,4.0,5.1,1.0044
septiembre,Viernes,2008,The Family That Preys,15.0,5.9,1.197865
septiembre,Lunes,2008,The Flight Before Christmas,28.0,5.4,2.481381
octubre,Viernes,2008,Quarantine,343.0,5.6,6.140116
agosto,Sábado,1985,Typhoon Club,7.0,6.0,0.89391
septiembre,Miércoles,1975,Black Moon,39.0,6.8,9.2161
octubre,Sábado,1991,My Sons,0.0,0.0,0.0
julio,Martes,2008,Lost Boys: The Tribe,48.0,4.6,4.560963
septiembre,Martes,2008,Pride and Glory,243.0,6.3,5.844016
abril,Miércoles,2006,Fifty Pills,15.0,5.3,5.796823
octubre,Viernes,2008,The Express,71.0,7.1,4.929912
agosto,Martes,1972,Lone Wolf and Cub: Baby Cart to Hades,30.0,6.7,1.645563
noviembre,Miércoles,1972,Lone Wolf and Cub: Baby Cart in Peril,29.0,6.9,1.609864
enero,Sábado,2002,Babylon 5: The Legend of the Rangers - To Live and Die in Starlight,27.0,5.9,2.698788
julio,Martes,2007,Babylon 5: The Lost Tales - Voices in the Dark,29.0,6.4,4.547604
noviembre,Jueves,2007,The Love of Siam,19.0,6.9,1.843725
septiembre,Jueves,2008,RockNRolla,851.0,6.9,7.263988
abril,Miércoles,2004,Zen Noir,0.0,0.0,0.007565
octubre,Miércoles,2008,High School Musical 3: Senior Year,858.0,6.1,7.343504
noviembre,Jueves,1945,The Wicked Lady,10.0,5.7,0.689703
abril,Jueves,1951,I Can Get it For You Wholesale,1.0,6.5,0.044533
febrero,Viernes,1939,The Adventures of Huckleberry Finn,3.0,7.0,0.23574
julio,Miércoles,2003,Resistance,0.0,0.0,0.010317
noviembre,Lunes,2008,Futurama: Bender's Game,152.0,6.9,5.829662
abril,Martes,2007,Tin Man,57.0,6.6,6.362129
junio,Viernes,2005,Into the West,15.0,7.8,0.920023
febrero,Viernes,1938,The Adventures of Tom Sawyer,11.0,6.7,0.979391
octubre,Jueves,2008,Madagascar: Escape 2 Africa,1866.0,6.2,12.668733
junio,Viernes,2008,Admiral,41.0,6.8,3.462653
septiembre,Domingo,1921,The Affairs of Anatol,1.0,6.0,0.083294
mayo,Miércoles,2008,Blindness,393.0,6.4,7.462378
enero,Miércoles,2008,Changeling,1151.0,7.3,11.672394
octubre,Lunes,1985,Guinea Pig 2: Flower of Flesh and Blood,31.0,4.8,1.714745
noviembre,Miércoles,2009,The Road,1113.0,6.8,14.958098
mayo,Lunes,2008,Slumdog Millionaire,2918.0,7.6,11.258181
octubre,Jueves,2008,Quantum of Solace,3015.0,6.1,13.67812
febrero,Miércoles,2008,Filth and Wisdom,7.0,5.4,1.250852
febrero,Viernes,1958,A Tale of Two Cities,9.0,6.1,2.584719
febrero,Domingo,2008,Role Models,575.0,6.4,7.646215
octubre,Domingo,1926,The Great K&A Train Robbery,2.0,5.0,0.171735
abril,Martes,1945,Rockin' In The Rockies,2.0,3.0,1.278285
mayo,Miércoles,2008,Tokyo!,31.0,6.9,2.033465
octubre,Viernes,2008,Tokyo Gore Police,84.0,5.8,4.496374
mayo,Martes,1962,Kozara,4.0,5.1,0.526429
junio,Viernes,2010,Sauna,33.0,6.3,3.176768
agosto,Viernes,2007,Chaotic Ana,19.0,6.9,4.502465
junio,Miércoles,2008,JCVD,155.0,6.6,6.670933
noviembre,Viernes,1951,Repast,7.0,8.0,0.732005
junio,Martes,2006,Feiern,1.0,8.0,0.163387
junio,Miércoles,1990,Happily Ever After,6.0,6.0,0.875785
noviembre,Domingo,1997,Cinderella,28.0,6.1,2.102013
septiembre,Domingo,1951,Gold Raiders,0.0,0.0,0.014647
septiembre,Jueves,2007,Slacker Uprising,10.0,5.9,1.202312
octubre,Viernes,2007,Crows Zero,77.0,7.0,6.110693
septiembre,Viernes,2007,The Man Who Challenged the Devil,8.0,6.8,0.842214
octubre,Jueves,1926,The Winning of Barbara Worth,3.0,7.0,0.709828
febrero,Viernes,1935,The Whole Town's Talking,7.0,5.7,0.887774
noviembre,Miércoles,1965,The War Lord,13.0,5.9,7.704667
septiembre,Domingo,2008,Krabat and the Legend of the Satanic Mill,63.0,6.1,4.562917
agosto,Viernes,2006,Säg att du älskar mig,2.0,4.3,0.318888
noviembre,Viernes,2007,Christmas Story,26.0,7.3,2.573902
abril,Jueves,2008,The Guard Post,20.0,5.7,1.633884
marzo,Jueves,2002,Every Stewardess Goes to Heaven,1.0,5.0,0.166116
mayo,Jueves,1969,Goyokin,11.0,7.2,0.538421
junio,Viernes,2008,Camp Rock,432.0,6.0,5.840379
enero,Jueves,2004,Farscape: The Peacekeeper Wars,74.0,7.5,5.715534
octubre,Jueves,2008,Saw V,848.0,6.0,10.165499
mayo,Viernes,2008,A Christmas Tale,31.0,6.7,3.855934
agosto,Jueves,1992,Critters 4,46.0,4.3,8.537871
abril,Sábado,1998,Restaurant,0.0,0.0,0.014898
octubre,Jueves,2008,Sex Drive,348.0,6.0,9.106146
noviembre,Viernes,2008,Soul Men,47.0,6.3,8.826924
octubre,Lunes,2008,While She Was Out,36.0,4.8,9.002146
noviembre,Jueves,2006,The Island,38.0,6.5,2.242361
octubre,Viernes,2008,Beverly Hills Chihuahua,217.0,4.9,9.569765
septiembre,Viernes,2006,Half Moon,4.0,6.4,0.74318
abril,Lunes,2007,Purple Violets,9.0,5.7,2.266369
noviembre,Martes,2008,Christmas on Mars,3.0,7.3,0.315741
enero,Lunes,2007,The Blue Hour,1.0,8.0,0.152984
junio,Miércoles,1961,Fanny,9.0,5.8,0.670182
agosto,Miércoles,2006,The Free Will,11.0,6.6,1.038858
diciembre,Sábado,1972,Hanzo the Razor: Sword of Justice,15.0,6.0,0.866779
mayo,Jueves,1999,Where a Good Man Goes,0.0,0.0,0.050215
julio,Viernes,1966,The Face of Another,49.0,7.6,2.674886
noviembre,Lunes,1927,The Gaucho,1.0,5.0,0.602791
junio,Lunes,1925,Don Q Son of Zorro,3.0,7.0,0.264033
