id,nombre_mes,nombre_dia,release_year,release_date,title,vote_count,revenue,budget,vote_average,popularity,return
58902,octubre,Martes,1959,1959-10-13,North West Frontier,12.0,0.0,0.0,7.1,7.902787,0.0
27029,junio,Jueves,1959,1959-06-18,The Nun's Story,46.0,12800000.0,3500000.0,7.4,3.473993,3.657142857142857
690,diciembre,Miércoles,1959,1959-12-16,Pickpocket,89.0,0.0,0.0,7.3,4.571519,0.0
46918,noviembre,Martes,1959,1959-11-17,Floating Weeds,33.0,0.0,0.0,7.7,1.774766,0.0
43111,mayo,Sábado,1959,1959-05-30,The Young Philadelphians,8.0,0.0,0.0,7.1,1.162798,0.0
52745,mayo,Domingo,1960,1960-05-01,The Leech Woman,8.0,0.0,0.0,4.8,0.600283,0.0
36872,enero,Viernes,1960,1960-01-15,When a Woman Ascends the Stairs,20.0,0.0,0.0,8.1,1.421128,0.0
43047,diciembre,Jueves,1960,1960-12-08,The Sundowners,12.0,0.0,0.0,6.8,0.763723,0.0
72354,septiembre,Miércoles,1960,1960-09-28,Sunrise at Campobello,2.0,0.0,0.0,6.3,0.142145,0.0
31589,septiembre,Jueves,1960,1960-09-15,The Bad Sleep Well,57.0,0.0,0.0,7.7,4.550823,0.0
52841,noviembre,Miércoles,1961,1961-11-01,Bachelor in Paradise,3.0,0.0,0.0,7.2,1.261728,0.0
18449,junio,Martes,1961,1961-06-06,The Deadly Companions,14.0,0.0,0.0,4.8,1.939164,0.0
50474,febrero,Miércoles,1962,1962-02-07,The Four Horsemen of the Apocalypse,4.0,0.0,0.0,5.8,0.7701,0.0
79827,mayo,Lunes,1962,1962-05-14,The Intruder,15.0,0.0,0.0,6.4,1.44562,0.0
750,enero,Domingo,1961,1961-01-01,Murder She Said,31.0,0.0,0.0,7.0,7.261845,0.0
34530,enero,Sábado,1961,1961-01-28,The Human Condition III: A Soldier's Prayer,28.0,0.0,0.0,8.4,2.327284,0.0
33710,septiembre,Miércoles,1961,1961-09-27,Paris Blues,10.0,0.0,0.0,5.1,2.073112,0.0
64568,junio,Lunes,1961,1961-06-05,Taste of Fear,15.0,0.0,0.0,6.7,0.989954,0.0
17185,junio,Miércoles,1962,1962-06-06,Advise & Consent,27.0,0.0,0.0,7.5,2.610391,0.0
109667,diciembre,Miércoles,1962,1962-12-26,David and Lisa,12.0,0.0,185000.0,6.7,1.776281,0.0
31287,junio,Viernes,1962,1962-06-08,Eegah,18.0,3274.0,15000.0,2.8,1.274228,0.21826666666666666
14537,septiembre,Sábado,1962,1962-09-15,Harakiri,136.0,0.0,0.0,8.2,9.286966,0.0
16103,septiembre,Jueves,1962,1962-09-20,The Loneliness of the Long Distance Runner,39.0,0.0,0.0,7.5,4.503397,0.0
13671,junio,Martes,1962,1962-06-19,The Music Man,47.0,8000000.0,0.0,6.7,3.391161,0.0
11085,noviembre,Jueves,1962,1962-11-08,Mutiny on the Bounty,68.0,13680000.0,19000000.0,6.5,5.857488,0.72
53218,mayo,Martes,1962,1962-05-01,An Occurrence at Owl Creek Bridge,19.0,0.0,0.0,8.5,0.76162,0.0
65048,enero,Lunes,1962,1962-01-01,The Four Days of Naples,4.0,0.0,800000.0,7.5,0.829464,0.0
24188,diciembre,Martes,1962,1962-12-04,Il Sorpasso,92.0,0.0,0.0,8.1,4.577991,0.0
28367,agosto,Martes,1962,1962-08-07,The Wonderful World of the Brothers Grimm,5.0,0.0,0.0,5.8,1.903363,0.0
21135,abril,Jueves,1962,1962-04-12,L'eclisse,68.0,0.0,0.0,7.7,5.6567,0.0
52705,mayo,Viernes,1963,1963-05-31,Les Carabiniers,7.0,0.0,0.0,6.2,2.008603,0.0
3010,diciembre,Jueves,1963,1963-12-12,The Cardinal,9.0,0.0,0.0,6.6,1.642624,0.0
31383,febrero,Lunes,1964,1964-02-10,The Incredibly Strange Creatures Who Stopped Living and Became Mixed-Up Zombies!!?,15.0,0.0,0.0,2.7,0.781819,0.0
39222,septiembre,Miércoles,1963,1963-09-11,The Kiss of the Vampire,20.0,0.0,0.0,6.7,0.820649,0.0
39495,diciembre,Miércoles,1963,1963-12-25,Love with the Proper Stranger,17.0,0.0,0.0,6.2,3.028502,0.0
15263,noviembre,Miércoles,1963,1963-11-13,McLintock!,54.0,0.0,0.0,6.2,5.525,0.0
751,enero,Martes,1963,1963-01-01,Murder at the Gallop,23.0,0.0,0.0,6.3,7.282583,0.0
42798,octubre,Jueves,1963,1963-10-10,A New Kind of Love,2.0,0.0,0.0,6.5,0.405717,0.0
4025,diciembre,Miércoles,1963,1963-12-25,The Prize,17.0,0.0,0.0,6.4,1.502123,0.0
61892,noviembre,Miércoles,1963,1963-11-13,Sunday in New York,10.0,0.0,0.0,5.3,1.183226,0.0
25253,noviembre,Miércoles,1963,1963-11-27,Crooks in Clover,96.0,0.0,0.0,7.8,4.690267,0.0
37684,noviembre,Jueves,1964,1964-11-26,36 Hours,19.0,0.0,0.0,6.9,1.473239,0.0
15421,marzo,Miércoles,1964,1964-03-11,Becket,45.0,0.0,0.0,7.2,3.651821,0.0
166607,agosto,Viernes,1964,1964-08-14,Behold a Pale Horse,4.0,0.0,0.0,5.0,0.986266,0.0
37315,abril,Domingo,1964,1964-04-05,The Best Man,7.0,0.0,0.0,6.6,0.402307,0.0
10299,diciembre,Martes,1964,1964-12-15,"Hush... Hush, Sweet Charlotte",54.0,0.0,0.0,7.0,3.705312,0.0
24229,julio,Martes,1964,1964-07-07,The Killers,40.0,0.0,0.0,6.5,4.202642,0.0
26031,octubre,Jueves,1964,1964-10-29,The Naked Kiss,41.0,0.0,0.0,6.7,2.883014,0.0
3763,noviembre,Sábado,1964,1964-11-21,Onibaba,73.0,0.0,0.0,7.6,3.614257,0.0
17696,junio,Miércoles,1964,1964-06-24,Robin and the 7 Hoods,23.0,0.0,0.0,6.2,3.773241,0.0
7348,junio,Lunes,1964,1964-06-01,Robinson Crusoe on Mars,44.0,0.0,1200000.0,6.5,2.003358,0.0
28504,diciembre,Domingo,1967,1967-12-24,Spider Baby,41.0,0.0,65000.0,7.1,3.285286,0.0
151138,enero,Miércoles,1964,1964-01-01,The Visit,8.0,0.0,0.0,6.6,2.429589,0.0
23574,mayo,Martes,1964,1964-05-12,What a Way to Go!,16.0,0.0,20000000.0,7.2,1.706828,0.0
17091,diciembre,Domingo,1965,1965-12-26,Docking the Boat,8.0,0.0,0.0,6.0,0.923569,0.0
17295,septiembre,Jueves,1966,1966-09-08,The Battle of Algiers,167.0,921548.0,800000.0,7.8,11.322173,1.151935
13187,diciembre,Jueves,1965,1965-12-09,A Charlie Brown Christmas,156.0,0.0,0.0,7.5,5.23652,0.0
17102,enero,Domingo,1966,1966-01-09,Dracula: Prince of Darkness,54.0,364937.0,280379.0,6.1,8.913793,1.3015846407897882
23194,junio,Miércoles,1965,1965-06-23,The Hallelujah Trail,24.0,0.0,0.0,6.1,9.576045,0.0
16850,noviembre,Lunes,1965,1965-11-22,The Heroes of Telemark,29.0,0.0,0.0,5.9,6.178358,0.0
24395,junio,Martes,1965,1965-06-22,The Hill,50.0,0.0,0.0,7.6,3.467376,0.0
37921,abril,Martes,1965,1965-04-06,In Harm's Way,25.0,0.0,0.0,6.5,2.29139,0.0
59802,octubre,Miércoles,1966,1966-10-26,Incubus,6.0,0.0,0.0,4.3,0.535626,0.0
16303,octubre,Lunes,1965,1965-10-11,The Loved One,13.0,0.0,0.0,6.7,1.05989,0.0
29715,abril,Miércoles,1965,1965-04-07,Major Dundee,41.0,14873.0,3800000.0,6.2,3.055936,0.003913947368421052
36583,abril,Jueves,1965,1965-04-01,Operation Crossbow,20.0,0.0,115.0,5.9,2.375904,0.0
60555,octubre,Domingo,1966,1966-10-23,Ride in the Whirlwind,20.0,0.0,0.0,6.0,2.352893,0.0
42731,diciembre,Lunes,1965,1965-12-13,A Thousand Clowns,9.0,0.0,0.0,6.8,0.345637,0.0
3482,septiembre,Lunes,1964,1964-09-21,The Train,74.0,6800000.0,5800000.0,7.2,4.412564,1.1724137931034482
895,diciembre,Viernes,1966,1966-12-16,Andrei Rublev,139.0,0.0,0.0,8.0,6.489852,0.0
20108,mayo,Miércoles,1966,1966-05-25,Au Hasard Balthazar,74.0,39388.0,0.0,7.8,4.530601,0.0
2661,julio,Sábado,1966,1966-07-30,Batman,209.0,0.0,1377800.0,6.1,8.991532,0.0
20379,diciembre,Miércoles,1966,1966-12-21,Grand Prix,39.0,0.0,0.0,6.3,10.75236,0.0
29710,junio,Jueves,1966,1966-06-09,Khartoum,18.0,0.0,0.0,5.8,2.404428,0.0
104237,octubre,Sábado,1967,1967-10-21,Dragon Inn,10.0,0.0,0.0,7.0,2.31785,0.0
22293,noviembre,Martes,1966,1966-11-15,Manos: The Hands of Fate,56.0,0.0,19000.0,2.0,2.560257,0.0
789,noviembre,Viernes,1966,1966-11-18,Closely Watched Trains,52.0,0.0,0.0,7.3,2.160866,0.0
45706,abril,Domingo,1966,1966-04-10,Tokyo Drifter,46.0,0.0,0.0,7.4,2.357111,0.0
11047,diciembre,Miércoles,1967,1967-12-20,Asterix the Gaul,136.0,0.0,0.0,6.4,7.24597,0.0
2097,abril,Sábado,1967,1967-04-01,"Gappa, the Triphibian Monster",6.0,0.0,0.0,3.9,1.885219,0.0
135,mayo,Miércoles,1967,1967-05-17,Dont Look Back,35.0,0.0,0.0,7.5,2.676174,0.0
33257,enero,Lunes,1968,1968-01-01,Fando and Lis,22.0,0.0,0.0,6.8,1.115749,0.0
66043,noviembre,Domingo,1967,1967-11-05,The Incident,8.0,0.0,0.0,5.9,1.166142,0.0
17905,junio,Jueves,1967,1967-06-15,Branded to Kill,57.0,0.0,0.0,7.4,3.399614,0.0
4191,marzo,Viernes,1968,1968-03-22,The Bride Wore Black,41.0,44566.0,747000.0,7.3,2.775402,0.05965997322623828
10227,diciembre,Sábado,1967,1967-12-16,PlayTime,99.0,0.0,0.0,8.0,8.741959,0.0
26039,agosto,Miércoles,1967,1967-08-30,Point Blank,97.0,3200000.0,2500000.0,7.1,5.352165,1.28
42701,octubre,Domingo,1966,1966-10-23,The Shooting,29.0,0.0,75000.0,6.1,2.760405,0.0
42702,junio,Viernes,1967,1967-06-30,The St. Valentine's Day Massacre,19.0,0.0,2175000.0,5.8,1.764213,0.0
41212,septiembre,Sábado,1967,1967-09-23,Titicut Follies,23.0,0.0,0.0,7.3,1.484381,0.0
26204,octubre,Martes,1967,1967-10-31,Tony Rome,13.0,0.0,0.0,6.2,1.99092,0.0
5767,abril,Jueves,1967,1967-04-27,Two for the Road,51.0,0.0,0.0,7.2,14.701129,0.0
42713,enero,Jueves,1967,1967-01-19,Up the Down Staircase,5.0,0.0,0.0,6.2,0.604325,0.0
27277,mayo,Sábado,1967,1967-05-27,The War Wagon,36.0,6000000.0,0.0,6.6,3.874603,0.0
9929,diciembre,Lunes,1968,1968-12-16,Asterix and Cleopatra,191.0,0.0,0.0,6.9,7.681293,0.0
20873,abril,Sábado,1968,1968-04-27,The Diamond Arm,44.0,0.0,0.0,7.9,3.212524,0.0
29778,noviembre,Jueves,1968,1968-11-07,Dracula Has Risen from the Grave,39.0,0.0,0.0,6.8,3.321958,0.0
18193,noviembre,Miércoles,1968,1968-11-06,Head,22.0,0.0,0.0,6.4,2.214231,0.0
22176,julio,Miércoles,1968,1968-07-31,The Heart Is a Lonely Hunter,14.0,0.0,0.0,7.2,3.601834,0.0
42623,octubre,Domingo,1968,1968-10-06,"I Love You, Alice B. Toklas!",13.0,0.0,0.0,5.8,3.285576,0.0
42634,junio,Lunes,1968,1968-06-10,Petulia,6.0,0.0,0.0,6.0,5.075434,0.0
118872,octubre,Domingo,1968,1968-10-13,The Subject Was Roses,3.0,0.0,0.0,7.0,0.407508,0.0
50789,noviembre,Sábado,1968,1968-11-30,Sympathy for the Devil,12.0,0.0,500000.0,6.5,1.019206,0.0
29266,marzo,Lunes,1966,1966-03-14,War and Peace,16.0,0.0,100000000.0,7.5,2.604571,0.0
27983,abril,Miércoles,1968,1968-04-24,"Yours, Mine and Ours",28.0,0.0,0.0,6.2,3.49506,0.0
5638,agosto,Miércoles,1969,1969-08-20,Alice's Restaurant,22.0,0.0,0.0,5.5,1.921563,0.0
36446,julio,Martes,1969,1969-07-15,Camille 2000,5.0,0.0,0.0,6.4,1.848455,0.0
14801,abril,Miércoles,1970,1970-04-08,Colossus: The Forbin Project,50.0,0.0,0.0,7.1,3.363154,0.0
49397,agosto,Jueves,1967,1967-08-31,Death Rides a Horse,31.0,0.0,0.0,6.9,4.08089,0.0
42607,noviembre,Miércoles,1969,1969-11-05,"Goodbye, Mr. Chips",10.0,0.0,9000000.0,7.1,1.073128,0.0
40430,agosto,Miércoles,1969,1969-08-27,Journey to the Far Side of the Sun,36.0,0.0,0.0,6.3,5.916841,0.0
38096,junio,Martes,1969,1969-06-10,Last Summer,8.0,3.0,0.0,5.0,1.10941,0.0
48831,junio,Miércoles,1969,1969-06-04,My Night at Maud's,45.0,0.0,0.0,7.6,3.914283,0.0
24152,diciembre,Viernes,1969,1969-12-12,The Magic Christian,13.0,0.0,0.0,6.0,0.892883,0.0
1846,septiembre,Viernes,1969,1969-09-19,Marlowe,26.0,0.0,0.0,6.2,1.900216,0.0
21323,junio,Viernes,1969,1969-06-06,More,11.0,0.0,0.0,6.5,1.340205,0.0
5928,diciembre,Jueves,1969,1969-12-25,The Reivers,17.0,0.0,0.0,5.9,1.813867,0.0
29748,mayo,Jueves,1970,1970-05-07,Taste the Blood of Dracula,42.0,0.0,0.0,5.9,3.952446,0.0
105627,febrero,Viernes,1969,1969-02-28,The Joke,9.0,0.0,0.0,6.4,1.196003,0.0
85255,enero,Viernes,1970,1970-01-09,...tick... tick... tick...,7.0,0.0,0.0,6.2,0.829587,0.0
26525,diciembre,Sábado,1970,1970-12-05,Brewster McCloud,15.0,0.0,0.0,6.7,4.433745,0.0
31672,septiembre,Jueves,1970,1970-09-17,Violent City,7.0,0.0,0.0,6.9,0.999659,0.0
48408,noviembre,Miércoles,1970,1970-11-18,Dirty Dingus Magee,4.0,0.0,0.0,5.8,1.066117,0.0
33205,octubre,Sábado,1970,1970-10-31,Dodes'ka-den,22.0,0.0,0.0,6.7,1.696371,0.0
70327,marzo,Sábado,1970,1970-03-21,Gamera vs. Jiger,6.0,0.0,0.0,5.5,0.006668,0.0
2860,diciembre,Viernes,1970,1970-12-11,Claire's Knee,35.0,0.0,0.0,7.4,3.534856,0.0
42589,abril,Lunes,1970,1970-04-27,"Hi, Mom!",20.0,0.0,0.0,5.8,2.455795,0.0
71943,septiembre,Miércoles,1970,1970-09-09,House of Dark Shadows,13.0,0.0,750000.0,6.7,2.067663,0.0
31304,abril,Viernes,1970,1970-04-24,A Swedish Love Story,32.0,0.0,0.0,7.5,0.098906,0.0
64828,mayo,Miércoles,1970,1970-05-20,The Landlord,9.0,0.0,0.0,5.5,1.514513,0.0
38222,junio,Miércoles,1970,1970-06-17,On a Clear Day You Can See Forever,12.0,0.0,0.0,6.0,3.453076,0.0
26606,agosto,Lunes,1970,1970-08-03,Performance,46.0,0.0,0.0,6.9,3.3228,0.0
36404,octubre,Lunes,1970,1970-10-19,A Trip Down the River,11.0,0.0,0.0,7.8,0.98832,0.0
42528,enero,Viernes,1971,1971-01-01,Long Live Death,8.0,0.0,0.0,6.1,0.008527,0.0
20848,marzo,Lunes,1970,1970-03-30,The White Sun of the Desert,25.0,0.0,0.0,7.5,3.501433,0.0
2998,febrero,Lunes,1970,1970-02-09,Zabriskie Point,78.0,1000000.0,7000000.0,7.1,6.258456,0.14285714285714285
31906,marzo,Miércoles,1971,1971-03-31,The Beguiled,86.0,0.0,0.0,7.0,7.150611,0.0
31767,julio,Jueves,1971,1971-07-01,The Devils,90.0,0.0,0.0,7.4,4.718102,0.0
839,octubre,Domingo,1972,1972-10-01,Duel,374.0,0.0,450000.0,7.2,12.331251,0.0
25109,febrero,Viernes,1972,1972-02-18,Evil Roy Slade,9.0,0.0,0.0,5.9,0.944223,0.0
36194,septiembre,Viernes,1971,1971-09-24,The Go-Between,24.0,0.0,100000.0,6.2,3.815323,0.0
16328,agosto,Miércoles,1971,1971-08-04,Johnny Got His Gun,65.0,0.0,0.0,7.2,4.261661,0.0
42500,enero,Viernes,1971,1971-01-01,Lawman,24.0,0.0,0.0,6.5,1.739038,0.0
16154,agosto,Viernes,1971,1971-08-06,Let's Scare Jessica to Death,51.0,0.0,180000.0,6.6,4.157477,0.0
9394,diciembre,Martes,1970,1970-12-22,They Call Me Trinity,269.0,0.0,0.0,7.5,9.449417,0.0
74689,noviembre,Viernes,1971,1971-11-12,Mon oncle Antoine,6.0,0.0,0.0,8.2,0.007963,0.0
36850,marzo,Jueves,1971,1971-03-11,A New Leaf,29.0,0.0,0.0,7.1,2.03483,0.0
38646,noviembre,Lunes,1971,1971-11-29,Nicholas and Alexandra,23.0,0.0,0.0,7.0,1.952752,0.0
84285,junio,Miércoles,1971,1971-06-30,Von Richthofen and Brown,4.0,0.0,0.0,6.5,0.359821,0.0
34479,noviembre,Domingo,1970,1970-11-08,Scars of Dracula,31.0,0.0,478375.0,5.9,3.764162,0.0
18287,mayo,Miércoles,1971,1971-05-26,Support Your Local Gunfighter,21.0,0.0,0.0,6.6,2.412247,0.0
5822,abril,Viernes,1971,1971-04-23,Sweet Sweetback's Baadasssss Song,19.0,15200000.0,150000.0,4.7,1.435148,101.33333333333333
13041,diciembre,Viernes,1970,1970-12-18,El Topo,109.0,0.0,400000.0,7.4,5.467355,0.0
40732,marzo,Lunes,1971,1971-03-08,The Emigrants,25.0,0.0,0.0,6.8,2.392021,0.0
122677,enero,Viernes,1972,1972-01-21,Blood of Ghastly Horror,4.0,0.0,0.0,1.5,0.006668,0.0
121923,agosto,Domingo,1971,1971-08-15,Brother John,5.0,0.0,0.0,6.2,0.9413,0.0
18250,julio,Sábado,1972,1972-07-01,Dr. Phibes Rises Again,37.0,0.0,75000.0,6.2,2.59351,0.0
33020,septiembre,Miércoles,1972,1972-09-27,Dracula A.D. 1972,30.0,0.0,0.0,6.0,11.174533,0.0
89417,junio,Jueves,1972,1972-06-01,Get to Know Your Rabbit,3.0,0.0,0.0,7.0,0.000844,0.0
12089,diciembre,Miércoles,1972,1972-12-06,The Tall Blond Man with One Black Shoe,58.0,0.0,0.0,6.9,3.985387,0.0
41471,abril,Sábado,1972,1972-04-01,Lone Wolf and Cub: Sword of Vengeance,36.0,0.0,0.0,7.1,1.839717,0.0
17810,junio,Jueves,1972,1972-06-01,Lone Wolf and Cub: Baby Cart at the River Styx,38.0,0.0,0.0,7.3,2.492024,0.0
23148,octubre,Jueves,1972,1972-10-12,Lady Sings the Blues,16.0,0.0,0.0,7.2,7.565468,0.0
80911,septiembre,Sábado,1973,1973-09-22,Payday,4.0,0.0,760000.0,5.6,0.20268,0.0
87417,marzo,Miércoles,1973,1973-03-07,Slither,3.0,0.0,0.0,4.2,0.94414,0.0
11378,abril,Viernes,1971,1971-04-16,Trafic,29.0,0.0,0.0,7.4,3.037782,0.0
760,octubre,Miércoles,1973,1973-10-17,The Mad Adventures of Rabbi Jacob,183.0,0.0,0.0,7.1,7.18207,0.0
27331,septiembre,Miércoles,1973,1973-09-19,Charley Varrick,57.0,0.0,0.0,7.0,9.057212,0.0
1410,abril,Lunes,1974,1974-04-01,Dark Star,120.0,0.0,60000.0,6.0,4.933923,0.0
38729,noviembre,Lunes,1973,1973-11-12,A Delicate Balance,1.0,0.0,0.0,6.0,0.09179,0.0
86889,febrero,Viernes,1974,1974-02-08,Bram Stoker's Dracula,13.0,0.0,0.0,6.4,1.158388,0.0
31943,mayo,Miércoles,1973,1973-05-23,Emperor of the North,30.0,0.0,0.0,6.8,3.272151,0.0
29142,noviembre,Miércoles,1973,1973-11-07,Executive Action,11.0,0.0,0.0,6.2,1.838729,0.0
56764,diciembre,Domingo,1973,1973-12-16,The Glass Menagerie,5.0,0.0,0.0,6.6,0.033575,0.0
9474,diciembre,Jueves,1973,1973-12-13,My Name Is Nobody,227.0,0.0,0.0,7.1,6.022453,0.0
27084,junio,Viernes,1973,1973-06-01,Invasion of the Bee Girls,15.0,0.0,0.0,4.0,5.952421,0.0
31596,mayo,Martes,1973,1973-05-01,Lemora: A Child's Tale of the Supernatural,15.0,0.0,0.0,6.4,1.282366,0.0
59189,septiembre,Domingo,1974,1974-09-01,Phase IV,48.0,0.0,0.0,5.9,3.194233,0.0
38714,febrero,Miércoles,1973,1973-02-14,Save the Tiger,18.0,0.0,0.0,7.1,0.974663,0.0
31587,abril,Miércoles,1973,1973-04-11,Scarecrow,59.0,0.0,0.0,6.8,12.288092,0.0
22307,marzo,Martes,1973,1973-03-27,Sisters,77.0,0.0,500000.0,6.8,9.296883,0.0
62330,septiembre,Viernes,1973,1973-09-21,The Spook Who Sat by the Door,4.0,0.0,0.0,7.0,0.005351,0.0
28498,marzo,Jueves,1973,1973-03-15,Theatre of Blood,43.0,0.0,0.0,6.7,7.163505,0.0
21964,mayo,Viernes,1972,1972-05-26,Five Fingers of Death,24.0,0.0,0.0,6.7,1.590512,0.0
21035,febrero,Jueves,1973,1973-02-22,Turkish Delight,34.0,0.0,0.0,7.0,3.971566,0.0
25473,febrero,Jueves,1973,1973-02-22,Walking Tall,32.0,0.0,0.0,6.5,4.689964,0.0
118121,enero,Lunes,1974,1974-01-21,Butley,3.0,0.0,0.0,7.3,0.266127,0.0
32044,agosto,Miércoles,1974,1974-08-07,California Split,26.0,0.0,0.0,6.5,3.148851,0.0
62761,octubre,Jueves,1974,1974-10-10,The Cars That Ate Paris,19.0,0.0,0.0,5.1,2.030621,0.0
30702,marzo,Miércoles,1974,1974-03-27,Conrack,12.0,0.0,0.0,7.1,1.557693,0.0
25627,noviembre,Jueves,1974,1974-11-28,The Living Dead at Manchester Morgue,41.0,0.0,0.0,6.3,2.511806,0.0
24402,junio,Martes,1974,1974-06-25,Emmanuelle,74.0,0.0,500000.0,4.9,12.855473,0.0
5558,septiembre,Martes,1974,1974-09-10,The Phantom of Liberty,46.0,0.0,0.0,7.4,2.427337,0.0
3043,noviembre,Viernes,1973,1973-11-30,Flesh for Frankenstein,28.0,0.0,450000.0,5.4,3.104212,0.0
36665,noviembre,Viernes,1974,1974-11-01,General Idi Amin Dada,6.0,0.0,0.0,6.8,0.519972,0.0
16246,julio,Domingo,1974,1974-07-28,Gone in 60 Seconds,40.0,0.0,0.0,6.5,3.560274,0.0
27977,junio,Domingo,1974,1974-06-23,The Groove Tube,3.0,0.0,0.0,5.3,1.341516,0.0
42448,agosto,Lunes,1974,1974-08-12,Harry and Tonto,26.0,0.0,0.0,7.1,1.848182,0.0
42449,enero,Martes,1974,1974-01-01,Hearts and Minds,25.0,30000.0,0.0,7.8,1.215723,0.0
8327,mayo,Martes,1973,1973-05-01,The Holy Mountain,143.0,0.0,0.0,7.7,4.190266,0.0
37627,noviembre,Miércoles,1974,1974-11-06,The Little Prince,26.0,0.0,0.0,6.0,6.582652,0.0
32940,junio,Miércoles,1974,1974-06-19,The Terminal Man,8.0,0.0,0.0,6.1,3.664402,0.0
31656,febrero,Lunes,1974,1974-02-11,Thieves Like Us,13.0,0.0,0.0,6.2,3.072578,0.0
29859,enero,Miércoles,1975,1975-01-01,The Adventure of Sherlock Holmes' Smarter Brother,47.0,0.0,0.0,6.1,3.834924,0.0
28994,diciembre,Viernes,1975,1975-12-19,The Adventures of the Wilderness Family,9.0,0.0,0.0,5.0,2.034004,0.0
5618,noviembre,Miércoles,1975,1975-11-19,"Cousin, Cousine",4.0,0.0,0.0,7.3,0.624726,0.0
19174,abril,Sábado,1975,1975-04-26,Dolemite,17.0,0.0,0.0,5.5,1.631512,0.0
9385,septiembre,Miércoles,1976,1976-09-08,The Twelve Tasks of Asterix,241.0,0.0,0.0,7.3,7.715483,0.0
28209,diciembre,Lunes,1975,1975-12-15,Emmanuelle II,15.0,0.0,0.0,4.9,3.476536,0.0
1835,agosto,Viernes,1975,1975-08-08,"Farewell, My Lovely",26.0,2000000.0,2500000.0,6.8,3.875842,0.8
70259,mayo,Martes,1975,1975-05-20,The Fortune,10.0,0.0,0.0,5.3,1.349807,0.0
10711,mayo,Domingo,1975,1975-05-18,French Connection II,95.0,12484444.0,0.0,6.6,18.54199,0.0
19740,marzo,Jueves,1975,1975-03-13,The Great Waldo Pepper,17.0,20642922.0,0.0,6.0,5.279919,0.0
1829,octubre,Miércoles,1975,1975-10-08,The Story of Adele H,35.0,0.0,0.0,6.9,3.542253,0.0
43430,diciembre,Miércoles,1975,1975-12-31,"The Irony of Fate, or Enjoy Your Bath!",36.0,0.0,0.0,7.2,2.694572,0.0
32042,junio,Miércoles,1975,1975-06-11,Night Moves,45.0,0.0,0.0,6.6,4.132633,0.0
9652,febrero,Viernes,1975,1975-02-28,The Passenger,90.0,0.0,0.0,7.5,9.202533,0.0
38099,julio,Jueves,1976,1976-07-15,Hand of Death,11.0,0.0,0.0,6.1,4.070091,0.0
47313,agosto,Sábado,1974,1974-08-31,Sister Street Fighter,5.0,0.0,0.0,7.0,0.616558,0.0
5725,abril,Miércoles,1975,1975-04-02,Supervixens,35.0,0.0,0.0,6.4,4.363355,0.0
38783,marzo,Martes,1975,1975-03-04,Trilogy of Terror,32.0,0.0,0.0,6.6,1.488031,0.0
3870,septiembre,Viernes,1976,1976-09-03,1900,84.0,0.0,9000000.0,7.5,6.317822,0.0
1660,marzo,Miércoles,1976,1976-03-17,Small Change,23.0,0.0,0.0,7.7,1.830794,0.0
133008,mayo,Domingo,1977,1977-05-01,Twenty Days Without War,6.0,0.0,0.0,6.7,0.845133,0.0
6476,agosto,Viernes,1976,1976-08-13,From Noon Till Three,15.0,0.0,0.0,5.5,1.695541,0.0
10640,agosto,Viernes,1976,1976-08-13,Futureworld,66.0,0.0,0.0,5.7,6.265857,0.0
33324,octubre,Viernes,1976,1976-10-15,Harlan County U.S.A.,19.0,0.0,0.0,7.7,1.595006,0.0
29856,abril,Domingo,1976,1976-04-25,Hollywood Boulevard,6.0,0.0,60000.0,6.3,1.586171,0.0
48205,mayo,Miércoles,1976,1976-05-19,The Marquise of O,11.0,0.0,0.0,6.1,1.559108,0.0
46978,abril,Viernes,1975,1975-04-25,Mistress,10.0,0.0,0.0,6.0,1.140189,0.0
26842,marzo,Miércoles,1977,1977-03-09,The Message,81.0,0.0,0.0,7.4,8.119925,0.0
42252,mayo,Miércoles,1976,1976-05-19,The Missouri Breaks,41.0,0.0,0.0,6.2,2.615078,0.0
73100,septiembre,Lunes,1976,1976-09-27,A Slave of Love,8.0,0.0,0.0,5.3,0.660643,0.0
11558,diciembre,Viernes,1976,1976-12-03,Silver Streak,101.0,51079064.0,6500000.0,6.8,8.254209,7.858317538461538
5651,octubre,Viernes,1976,1976-10-01,Up!,27.0,0.0,0.0,5.6,2.342003,0.0
43751,abril,Lunes,1976,1976-04-26,Who Can Kill a Child?,43.0,0.0,0.0,6.8,3.330335,0.0
14336,diciembre,Jueves,1977,1977-12-15,ABBA - The Movie,16.0,0.0,0.0,6.6,1.558664,0.0
18775,abril,Jueves,1977,1977-04-07,Demon Seed,57.0,0.0,0.0,5.9,4.578201,0.0
12535,diciembre,Domingo,1977,1977-12-25,High Anxiety,86.0,31063038.0,3400000.0,6.5,5.101153,9.136187647058824
1421,abril,Miércoles,1977,1977-04-27,The Man Who Loved Women,34.0,0.0,0.0,7.1,7.623327,0.0
62847,julio,Viernes,1978,1978-07-21,The Hound of the Baskervilles,6.0,0.0,0.0,5.3,0.548818,0.0
77360,abril,Viernes,1978,1978-04-28,Place without Limits,6.0,0.0,0.0,7.3,0.000308,0.0
12637,junio,Martes,1977,1977-06-21,"New York, New York",70.0,0.0,0.0,6.1,6.453433,0.0
